TraesCS1A03G0004000,GO:0005840,ribosome
TraesCS1A03G0004000,GO:0005622,intracellular
TraesCS1A03G0005200,GO:0016021,integral component of membrane
TraesCS1A03G0011500,GO:0005739,mitochondrion
TraesCS1A03G0016000,GO:0005634,nucleus
TraesCS1A03G0028600,GO:0005840,ribosome
TraesCS1A03G0038900,GO:0016021,integral component of membrane
TraesCS1A03G0039500,GO:0016020,membrane
TraesCS1A03G0043600,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
TraesCS1A03G0043600,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain"
TraesCS1A03G0045300,GO:0016021,integral component of membrane
TraesCS1A03G0045300,GO:0016020,membrane
TraesCS1A03G0045500,GO:0016021,integral component of membrane
TraesCS1A03G0045500,GO:0016020,membrane
TraesCS1A03G0046000,GO:0016020,membrane
TraesCS1A03G0046000,GO:0016021,integral component of membrane
TraesCS1A03G0047200,GO:0005576,extracellular region
TraesCS1A03G0047400,GO:0016020,membrane
TraesCS1A03G0047800,GO:0005576,extracellular region
TraesCS1A03G0049300,GO:0005576,extracellular region
TraesCS1A03G0050200,GO:0016020,membrane
TraesCS1A03G0051100,GO:0016020,membrane
TraesCS1A03G0056400,GO:0005672,transcription factor TFIIA complex
TraesCS1A03G0057500,GO:0015934,large ribosomal subunit
TraesCS1A03G0057500,GO:0005840,ribosome
TraesCS1A03G0062700,GO:0000439,core TFIIH complex
TraesCS1A03G0066600,GO:0016020,membrane
TraesCS1A03G0068000,GO:0016020,membrane
TraesCS1A03G0070900,GO:0016020,membrane
TraesCS1A03G0073300,GO:0005634,nucleus
TraesCS1A03G0073500,GO:0016020,membrane
TraesCS1A03G0078000,GO:0016020,membrane
TraesCS1A03G0081200,GO:0030136,clathrin-coated vesicle
TraesCS1A03G0085000,GO:0016020,membrane
TraesCS1A03G0089100,GO:0016021,integral component of membrane
TraesCS1A03G0089400,GO:0016020,membrane
TraesCS1A03G0089500,GO:0005737,cytoplasm
TraesCS1A03G0089700,GO:0005737,cytoplasm
TraesCS1A03G0090500,GO:0000786,nucleosome
TraesCS1A03G0090500,GO:0005634,nucleus
TraesCS1A03G0090800,GO:0000786,nucleosome
TraesCS1A03G0090800,GO:0005634,nucleus
TraesCS1A03G0090900,GO:0005737,cytoplasm
TraesCS1A03G0091000,GO:0005634,nucleus
TraesCS1A03G0095200,GO:0016021,integral component of membrane
TraesCS1A03G0095400,GO:0016020,membrane
TraesCS1A03G0097100,GO:0016020,membrane
TraesCS1A03G1006100,GO:0005634,nucleus
TraesCS1A03G1009900,GO:0016020,membrane
TraesCS1A03G1011400,GO:0005839,proteasome core complex
TraesCS1A03G1013400,GO:0005615,extracellular space
TraesCS1A03G1013900,GO:0016021,integral component of membrane
TraesCS1A03G1013900,GO:0012511,monolayer-surrounded lipid storage body
TraesCS1A03G1014500,GO:0016021,integral component of membrane
TraesCS1A03G1015700,GO:0016020,membrane
TraesCS1A03G1020700,GO:0016020,membrane
TraesCS1A03G1020700,GO:0016021,integral component of membrane
TraesCS1A03G1023500,GO:0005680,anaphase-promoting complex
TraesCS1A03G1024800,GO:0000228,nuclear chromosome
TraesCS1A03G1027900,GO:0000786,nucleosome
TraesCS1A03G1028400,GO:0005622,intracellular
TraesCS1A03G0102900,GO:0005634,nucleus
TraesCS1A03G1030300,GO:0016021,integral component of membrane
TraesCS1A03G1031800,GO:0016021,integral component of membrane
TraesCS1A03G1032700,GO:0016021,integral component of membrane
TraesCS1A03G1032800,GO:0016021,integral component of membrane
TraesCS1A03G1037900,GO:0016020,membrane
TraesCS1A03G1037900,GO:0016021,integral component of membrane
TraesCS1A03G0104200,GO:0016021,integral component of membrane
TraesCS1A03G0104200,GO:0005634,nucleus
TraesCS1A03G1043200,GO:0005694,chromosome
TraesCS1A03G1044100,GO:0016021,integral component of membrane
TraesCS1A03G0104500,GO:0048046,apoplast
TraesCS1A03G1045900,GO:0005634,nucleus
TraesCS1A03G1051700,GO:1990879,CST complex
TraesCS1A03G1053100,GO:0005840,ribosome
TraesCS1A03G1053100,GO:0015934,large ribosomal subunit
TraesCS1A03G1053200,GO:0005840,ribosome
TraesCS1A03G1053200,GO:0005622,intracellular
TraesCS1A03G1054600,GO:0005743,mitochondrial inner membrane
TraesCS1A03G1062300,GO:0005874,microtubule
TraesCS1A03G1066900,GO:0016020,membrane
TraesCS1A03G1071000,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
TraesCS1A03G0107300,GO:0005634,nucleus
TraesCS1A03G0107400,GO:0005634,nucleus
TraesCS1A03G1074800,GO:0005741,mitochondrial outer membrane
TraesCS1A03G1079600,GO:0016020,membrane
TraesCS1A03G1081700,GO:0005576,extracellular region
TraesCS1A03G1085400,GO:0005737,cytoplasm
TraesCS1A03G1086400,GO:0005634,nucleus
TraesCS1A03G1086400,GO:0000786,nucleosome
TraesCS1A03G0112500,GO:0016021,integral component of membrane
TraesCS1A03G0114300,GO:0016020,membrane
TraesCS1A03G0117000,GO:0005643,nuclear pore
TraesCS1A03G0118800,GO:0005643,nuclear pore
TraesCS1A03G0119600,GO:0016020,membrane
TraesCS1A03G0122200,GO:0016021,integral component of membrane
TraesCS1A03G0128500,GO:0005783,endoplasmic reticulum
TraesCS1A03G0135600,GO:0016021,integral component of membrane
TraesCS1A03G0141300,GO:0005622,intracellular
TraesCS1A03G0143800,GO:0016020,membrane
TraesCS1A03G0146000,GO:0042765,GPI-anchor transamidase complex
TraesCS1A03G0147100,GO:0005634,nucleus
TraesCS1A03G0147200,GO:0005634,nucleus
TraesCS1A03G0150200,GO:0016021,integral component of membrane
TraesCS1A03G0150700,GO:0016021,integral component of membrane
TraesCS1A03G0155800,GO:0016020,membrane
TraesCS1A03G0158800,GO:0016021,integral component of membrane
TraesCS1A03G0158800,GO:0016020,membrane
TraesCS1A03G0160500,GO:0005643,nuclear pore
TraesCS1A03G0162400,GO:0005634,nucleus
TraesCS1A03G0163200,GO:0016020,membrane
TraesCS1A03G0165000,GO:0005634,nucleus
TraesCS1A03G0166300,GO:0016021,integral component of membrane
TraesCS1A03G0170500,GO:0005622,intracellular
TraesCS1A03G0171500,GO:0005634,nucleus
TraesCS1A03G0174900,GO:0005743,mitochondrial inner membrane
TraesCS1A03G0175400,GO:0016021,integral component of membrane
TraesCS1A03G0177600,GO:0005634,nucleus
TraesCS1A03G0177700,GO:0005634,nucleus
TraesCS1A03G0185500,GO:0016021,integral component of membrane
TraesCS1A03G0194200,GO:0000786,nucleosome
TraesCS1A03G0194200,GO:0005634,nucleus
TraesCS1A03G0194800,GO:0005737,cytoplasm
TraesCS1A03G0197600,GO:0016021,integral component of membrane
TraesCS1A03G0200700,GO:0016021,integral component of membrane
TraesCS1A03G0200900,GO:0000228,nuclear chromosome
TraesCS1A03G0202700,GO:0005737,cytoplasm
TraesCS1A03G0202700,GO:0005634,nucleus
TraesCS1A03G0203000,GO:0048500,signal recognition particle
TraesCS1A03G0203000,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
TraesCS1A03G0206300,GO:0005634,nucleus
TraesCS1A03G0210000,GO:0016020,membrane
TraesCS1A03G0214200,GO:0005634,nucleus
TraesCS1A03G0215300,GO:0016020,membrane
TraesCS1A03G0217800,GO:0005634,nucleus
TraesCS1A03G0218100,GO:0031461,cullin-RING ubiquitin ligase complex
TraesCS1A03G0218200,GO:0031461,cullin-RING ubiquitin ligase complex
TraesCS1A03G0220900,GO:0005634,nucleus
TraesCS1A03G0224700,GO:0005622,intracellular
TraesCS1A03G0224700,GO:0005840,ribosome
TraesCS1A03G0224900,GO:0016021,integral component of membrane
